periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG-TAWAKAL,69964
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,7358
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,29529
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,18217
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,45261
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,159593
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,130817
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,42869
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,34877
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,193142
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,98835
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,119449
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,30581
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,PULOGADUNG-PASAR SENEN,47235
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,65306
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,60513
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,71503
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,78013
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,126032
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,190083
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,105397
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,126628
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,64536
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,113454
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,LENTENG ANGGUNG - ANDARA,12357
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS-RAGUNAN,91575
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURIKEMBANGAN,51962
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,98377
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,ISLAMIC - ROROTAN,60939
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWAMANGUN-RAWASENGON,8798
201904,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG-CEMPAKA MAS,30322
201904,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,109483
201904,ANGKUTAN WISATA,BW2,JAKARTA MODERN,63613
201904,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,36135
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,6025
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,20473
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,12363
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,3104
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,159866
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,119448
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,49191
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,28501
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,18551
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,76737
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,106905
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,28418
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,PULOGADUNG-PASAR SENEN,7039
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,56904
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,47995
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,62052
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,67117
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,119112
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,179517
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,90468
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,103853
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,50959
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,80633
201902,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS-RAGUNAN,3039
201902,ANGKUTAN WISATA,JAK-51,TAMAN KOTA - BUDI LUHUR,34861
201902,ANGKUTAN WISATA,JAK-59,RAWAMANGUN-RAWASENGON,15321
201902,ANGKUTAN WISATA,JAK-61,PULOGADUNG-CEMPAKA MAS,1529
201902,ANGKUTAN WISATA,BW1,HISTORY OF JAKARTA,8877
201902,ANGKUTAN WISATA,BW2,JAKARTA MODERN,39088
201902,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,28292
201902,ANGKUTAN UMUM INTEGRASI RUSUN,BW5,WISATA KALIJODO,22235
201902,ANGKUTAN UMUM INTEGRASI RUSUN,BW6,MAKAM MBAH PRIUK,3059
201902,ANGKUTAN UMUM INTEGRASI RUSUN,BW7,JAKARTA SHOPING MALL,7059
201902,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,10922
201902,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,24628
201902,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3864
201902,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,25846
201902,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,6725
201902,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,438
201902,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2448
201902,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6014
201902,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,43566
201902,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,8125
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,6766
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,25633
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,7823
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,32138
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2433
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,2646
201902,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,6189
201902,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,7635
201902,ANGKUTAN UMUM LAINNYA,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),6441
201902,ANGKUTAN UMUM LAINNYA,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,23995
201902,ANGKUTAN UMUM LAINNYA,12H,RUSUN PENJARINGAN - PENJARINGAN,4422
201902,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,3903
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN NATAL DKI ANCOL,0
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL,0
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA - BALAI KOTA,65
201902,ANGKUTAN UMUM LAINNYA,,ACARA MUI DKI MONAS,1187
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PRAMUKA NAHDATUL ULAMA,6916
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PKK CIBUBUR,60
201902,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAUD,136
201902,LAMPIRAN LAYANAN GRATIS BRT,Y,GRATIS GATE NON BRT,2568
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PNS DKI DAN PENSIUNAN PNS,40706
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TENAGA KONTRAK DKI,18817
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA KJP,38496
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KARYAWAN SWASTA TERTENTU,2857
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENGHUNI RUMAH SUSUN,24302
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KTP KEPULAUAN SERIBU,717
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA RASKIN,1718
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TNI/POLRI,0
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS VETERAN,0
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENYANDANG DISABILITAS,7113
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS LANSIA,397533
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS MARBOT,18
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PAUD,6163
201902,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS JUMANTIK,5926
201904,BRT,1,KORIDOR 1 (BLOK M - KOTA),2207527
201904,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),752528
201904,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),91772
201904,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),672542
201904,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),866033
201904,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),916055
201904,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),882899
201904,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),962541
201904,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1347706
201904,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),714008
201904,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),262601
201904,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),200059
201904,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),660426
201904,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,92834
201904,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,59098
201904,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,28968
201904,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,50108
201904,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,114099
201903,BRT,1,KORIDOR 1,2334201
201903,BRT,2,KORIDOR 2,792477
201903,BRT,3,KORIDOR 3,969851
201903,BRT,4,KORIDOR 4,719166
201903,BRT,5,KORIDOR 5,899931
201903,BRT,6,KORIDOR 6,963201
201903,BRT,7,KORIDOR 7,903702
201903,BRT,8,KORIDOR 8,982084
201903,BRT,9,KORIDOR 9,1422880
201903,BRT,10,KORIDOR 10,754684
201903,BRT,11,KORIDOR 11,26524
201903,BRT,12,KORIDOR 12,217568
201903,BRT,13,KORIDOR 13,679171
201903,ANGKUTAN UMUM INTEGRASI,1A,BALAIKOTA - PIK,96713
201903,ANGKUTAN UMUM INTEGRASI,1B,ST. PALMERAH - TOSARI,63849
201903,ANGKUTAN UMUM INTEGRASI,1F,ST. PALMERAH - SENAYAN,32015
201903,ANGKUTAN UMUM INTEGRASI,1C,BLOK M - PESANGGARAHAN,49225
201903,ANGKUTAN UMUM INTEGRASI,1E,BLOK M - PONDOK LABU,12138
201903,ANGKUTAN UMUM INTEGRASI,1H,TANAH ABANG - GONDANGDIA,56388
201903,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,29244
201903,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,39712
201903,ANGKUTAN UMUM INTEGRASI,1R,SENEN - TANAH ABANG,25138
201903,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2518
201903,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,34676
201903,ANGKUTAN UMUM INTEGRASI,3E,CENTRAL LAND - PURI KEMBANGAN,26632
201903,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,21966
201903,ANGKUTAN UMUM INTEGRASI,4B,ST. MANGGARAI - UI,188003
201903,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,15454
201903,ANGKUTAN UMUM INTEGRASI,4F,PULO GADUNG - PONDOK GEDE,120788
201903,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,2473
201903,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,2413
201903,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,2724
201903,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,2758
201903,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,37074
201903,ANGKUTAN UMUM INTEGRASI,5B,ST. TEBET - BIDARA CINA,38971
201903,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,56679
201903,ANGKUTAN UMUM INTEGRASI,6C,ST. TEBET - KARET,254441
201903,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - SENEN,127312
201903,ANGKUTAN UMUM INTEGRASI,6M,ST. MANGGARAI - BLOK M,83123
201903,ANGKUTAN UMUM INTEGRASI,6N,BLOK M - RAGUNAN VIA KEMANG,88164
201903,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,105416
201903,ANGKUTAN UMUM INTEGRASI,7B,BLOK M - KAMPUNG RAMBUTAN,65413
201903,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,61367
201903,ANGKUTAN UMUM INTEGRASI,7E,RAGUNAN - RAMBUTAN,1073
201903,ANGKUTAN UMUM INTEGRASI,7N,KAMPUNG RAMBUTAN - GANDARIA,603
201903,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,87287
201903,ANGKUTAN UMUM INTEGRASI,8D,BLOK M - JOGLO,77245
201903,ANGKUTAN UMUM INTEGRASI,8E,BLOK M - BINTARO KODAM,50357
201903,ANGKUTAN UMUM INTEGRASI,8K,TANAH ABANG - BATU SARI,27604
201903,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,107843
201903,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,63057
201903,ANGKUTAN UMUM INTEGRASI,9H,BLOK M - CIPEDAK,5102
201903,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,9877
201903,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG (VIA PIK),80394
201903,TRANSJABODETABEK,11Q,PULO GEBANG - KAMPUNG MELAYU VIA BKT,58751
201903,TRANSJABODETABEK,11T,PULO GEBANG - STASIUN CAKUNG,393
201903,TRANSJABODETABEK,11U,PULO GEBANG - CAKUNG - CILINCING,5247
201903,TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,11965
201903,TRANSJABODETABEK,12B,PLUIT - SENEN,30294
201903,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER (KOTA TUA),4591
201903,TRANSJABODETABEK,12K,ASEMKA - EXPLORER,4333
201903,TRANSJABODETABEK,S23,BLOK M - REMPOA,37467
201903,TRANSJABODETABEK,,KOTA KASABLANGKA - EPICENTRUM,7409
201903,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,5976
201903,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,38055
201903,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,75512
201903,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,17022
201903,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,11773
201903,TRANSJABODETABEK,B22,BEKASI TIMUR - PASAR BARU,50073
201903,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,938
201903,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,5172
201903,TRANSJABODETABEK,1K,BLOK M - CIBUBUR,10164
201903,ANGKUTAN EKSEKUTIF ROYAL TRANS,,CIBUBUR - KOTA,6724
201903,ANGKUTAN EKSEKUTIF ROYAL TRANS,,CIBUBUR - KUNINGAN,7318
201903,TRANSJABODETABEK,,TAMAN MINI - BALAI KOTA,1375
201903,TRANSJABODETABEK,,CINERE - KUNINGAN,118
201903,TRANSJABODETABEK,,BINTARO - BLOK M,221
201903,TRANSJABODETABEK,,BSD - BUNDERAN SENAYAN,220
201903,TRANSJABODETABEK,D11,DEPOK - BNN,86903
201903,TRANSJABODETABEK,S11,SERPONG - GROGOL 2,110396
201903,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,151138
201903,TRANSJABODETABEK,S22,CIPUTAT - KP. RAMBUTAN,98982
201903,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,205045
201903,TRANSJABODETABEK,T12,PORIS PLAWAD - PASAR BARU,73676
201903,TRANSJABODETABEK,7C,CIBUBUR JUNCTION - UKI,165594
201903,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,92197
201903,TRANSJABODETABEK,,PONDOK CABE - TANAH ABANG,4886
201903,TRANSJABODETABEK,,JATIJAJAR - LEBAK BULUS,8007
201903,ANGKUTAN UMUM LAINNYA,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),37642
201903,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,275925
201903,ANGKUTAN UMUM LAINNYA,,POLDA - GBK (VIA SCBD),31098
201903,ANGKUTAN UMUM LAINNYA,JAK-1,TANJUNG PRIOK-PLUMPANG,61568
201903,ANGKUTAN UMUM LAINNYA,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,58085
201903,ANGKUTAN UMUM LAINNYA,JAK-3,LEBAK BULUS - PONDOK LABU,52338
201903,ANGKUTAN UMUM LAINNYA,JAK-4,GROGOL - TUBAGUS ANGKE,6317
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,86417
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,78927
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG-TAWAKAL,7465
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,7539
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,2563
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,16199
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,42993
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,168002
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,148957
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,50003
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,35826
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,213021
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,97934
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,129081
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,3378
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,PULOGADUNG-PASAR SENEN,27001
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,68965
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,60744
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,80441
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,79434
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,137019
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,198368
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,108188
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,125658
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,61742
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,120507
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS-RAGUNAN,78309
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURIKEMBANGAN,35633
201903,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,85194
201903,ANGKUTAN WISATA,JAK-58,ISLAMIC - ROROTAN,22806
201903,ANGKUTAN WISATA,JAK-59,RAWAMANGUN-RAWASENGON,84391
201903,ANGKUTAN WISATA,JAK-61,PULOGADUNG-CEMPAKA MAS,25353
201903,ANGKUTAN WISATA,BW1,HISTORY OF JAKARTA,122567
201903,ANGKUTAN WISATA,BW2,JAKARTA MODERN,57019
201903,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,40776
201903,ANGKUTAN WISATA,BW5,WISATA KALIJODO,30993
201903,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3923
201903,ANGKUTAN WISATA,BW7,JAKARTA SHOPING MALL,9723
201903,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,13941
201903,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,2874
201903,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4613
201903,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,29417
201903,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7584
201903,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,5
201903,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2679
201903,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,645
201903,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,54691
201903,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,902
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7239
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,26966
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8345
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38567
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2921
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,2866
201903,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7447
201903,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8807
201903,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7467
201903,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,26661
201903,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4576
201903,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,3921
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA - BALAI KOTA,86
201903,ANGKUTAN UMUM LAINNYA,,ACARA MUI DKI MONAS,0
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PRAMUKA NAHDATUL ULAMA,0
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PKK CIBUBUR,0
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAUD,0
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RUSUN MARUNDA,108
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAGUYUBAN LANSIA JAKSEL,112
201903,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA - RAGUNAN,226
201903,ANGKUTAN UMUM LAINNYA,,GRATIS GATE NON BRT,2853
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PNS DKI DAN PENSIUNAN PNS,4116
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TENAGA KONTRAK DKI,19726
