periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201909,ANGKUTAN UMUM LAINNYA,GR2,TANAH ABANG EXPLORER,213685
201909,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,4687
201909,ANGKUTAN UMUM LAINNYA,G1,GRATIS GATE NON BRT,3449
201909,ANGKUTAN UMUM LAINNYA,,TIKET KERTAS GRATIS PLN PADAM (NON BRT),0
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN DKI BALAIKOTA - PIK,0
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6326
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN BUDAYA DISABILITAS,0
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAWAI OBOR 1 M 1441 H,0
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN ACARA ISOCARP 55,1
201909,ANGKUTAN UMUM LAINNYA,,ACARA LENONG BETAWI,112
201909,ANGKUTAN UMUM LAINNYA,,ACARA ANAK YATIM,1914
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RT/RW JUMANTIK,9252
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN IKADA,200
201909,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PKK DKI,892
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK - PLUMPANG,94884
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,78887
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,74315
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - JEMBATAN DUA,69606
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,11126
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,116468
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG - TAWAKAL,80757
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-8,ROXY - BENDUNGAN HILIR,17147
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,51101
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64979
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48199
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,127424
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,TANJUNG PRIOK - BULAK TURI,175585
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,14719
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,55867
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,STASIUN KALIBATA - KUNINGAN,40948
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,235625
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,143263
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,152556
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,PENAS KALIMALANG - DWIKORA,72467
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89301
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,90685
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN - DUREN SAWIT,84539
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,81208
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,117709
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,160182
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,240146
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,PONDOK LABU - BLOK M,143159
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,166305
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,60805
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-34,RAWAMANGUN - KLENDER,865
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-8,ROXI - BENDUNGAN HILIR,9039
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,38193
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,54714
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,41441
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,114606
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,169954
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,146749
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,44658
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,42372
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,223204
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,150717
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,15116
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,72276
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,PULOGADUNG-PASAR SENEN,96253
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,86431
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,80448
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,81366
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,10516
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,148309
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,236986
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,139562
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,163368
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,61398
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-34,RAWAMANGUN - KLENDER,80218
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-36,CILANGKAP - CILILITAN,44629
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,147135
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,104364
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-39,KALIMALANG - RAWAMANGUN,70958
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,41327
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,LENTENG ANGGUNG - ANDARA,81182
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS-RAGUNAN,118005
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-47,PASAR MINGGGU-CIGANJUR,55397
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURIKEMBANGAN,101913
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,19544
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-56,GROGOL - SRENGSENG,36143
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,ISLAMIC - ROROTAN,104166
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWAMANGUN-RAWASENGON,11978
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,61825
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG-CEMPAKA MAS,57729
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-72,CILANGKAP - CILILITAN,82541
201908,ANGKUTAN INTEGRASI BUS KECIL,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,56182
201908,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,59694
201908,ANGKUTAN WISATA,BW2,JAKARTA MODERN,40303
201908,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,19568
201908,ANGKUTAN WISATA,BW3,ART N CULINARY,13063
201908,ANGKUTAN WISATA,BW5,WISATA KALIJODO,14481
201908,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2242
201908,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8961
201908,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,18513
201908,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,24835
201908,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4529
201908,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,28483
201908,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8282
201908,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7728
201908,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3557
201908,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5754
201908,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,49457
201908,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10892
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7583
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,32328
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8449
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,39215
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3493
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3544
201908,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,8167
201908,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9473
201908,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),9183
201908,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,2773
201908,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,5905
201908,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,45227
201908,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21994
201908,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,375
201908,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,6776
201908,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20654
201908,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,666
201908,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,1896
201908,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,8
201908,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
201908,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7965
201908,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,376338
201908,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,51
201908,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6966
201908,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7692
201908,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,713
201908,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,436
201908,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,716
201908,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,365
201908,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,803
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-36,CILANGKAP - CILILITAN,109654
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149179
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110509
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-39,DUREN SAWIT - KALIMALANG,81094
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58206
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,ANDARA - LENTENG AGUNG,8952
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS - RAGUNAN,119089
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-47,PASAR MINGGU - CIGANJUR,75798
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURI KEMBANGAN,101168
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,209954
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-56,GROGOL - SRENGSENG,48756
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,CILINCING - ROROTAN,114797
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWASENGON - RAWAMANGUN,127911
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76369
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60777
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-64,LENTENG AGUNG - ASELI,7784
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152794
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-75,CILILITAN - KAMPUNG PULO,30653
201909,ANGKUTAN INTEGRASI BUS KECIL,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,7405
201909,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,64036
201909,ANGKUTAN WISATA,BW2,JAKARTA MODERN,38488
201909,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,21248
201909,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,10349
201909,ANGKUTAN WISATA,BW5,WISATA KALIJODO,15585
201909,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3285
201909,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8108
201909,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,17293
201909,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,25038
201909,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3995
201909,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2568
201909,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7642
201909,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7072
201909,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2537
201909,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5548
201909,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,47016
201909,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10225
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,619
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,31498
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8282
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38316
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3269
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3279
201909,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7014
201909,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8968
201909,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),11419
201909,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30419
201909,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6683
201909,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,41817
201909,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,20127
201909,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,38021
201909,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,6279
201911,BRT,1,KORIDOR 1 (BLOK M - KOTA),2533287
201911,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),938282
201911,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1153406
201911,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),91717
201911,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1175092
201911,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1124575
201911,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1116233
201911,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1166396
201911,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1620429
201911,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),915165
201911,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),359276
201911,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),284908
201911,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),846227
201911,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,12118
201911,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,57596
201911,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,31543
201911,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,65693
201911,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,192537
201911,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,73535
201911,ANGKUTAN UMUM INTEGRASI,1M,BLOK M - MERUYA,52393
201911,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,38967
201911,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,3318
201911,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,75201
201911,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,49786
201911,ANGKUTAN UMUM INTEGRASI,2K,JGC - HARAPAN INDAH,2725
201911,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,44021
201911,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,5574
201911,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,26681
201911,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,233339
201911,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,18961
201911,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,148223
201911,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - SAM RATULANGI,1075
201911,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,3363
201911,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,13931
201911,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,1277
201911,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,43569
201911,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,46078
201911,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,63638
201911,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,273019
201911,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,114833
201911,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,88182
201911,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,113396
201911,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,14775
201911,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,114256
201911,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,120148
201911,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,86822
201911,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,18211
201911,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,8588
201911,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,33976
201911,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,84037
201911,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,92288
201911,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,61023
201911,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,46848
201911,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,155916
201911,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,71977
201911,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,73213
201911,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,17462
201911,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,89221
201911,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,72684
201911,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,846
201911,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9346
201911,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,15754
201911,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,46261
201911,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,9219
201911,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9927
201911,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,1884
201911,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,11825
201911,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,4085
201911,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,6285
201911,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,8911
201911,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,10456
201911,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,39077
201911,ANGKUTAN UMUM INTEGRASI,10F,LRT PEGANGSAAN - KELAPA GADING,876
201911,ANGKUTAN UMUM INTEGRASI,6R,RAGUNAN - FATMAWATI,0
201911,ANGKUTAN UMUM INTEGRASI,5M,KAMPUNG MELAYU - TANAH ABANG VIA CIKINI,0
201911,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,69589
201911,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,46995
201911,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,89696
201911,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,54748
201911,TRANSJABODETABEK,D11,DEPOK - BKN,11875
201911,TRANSJABODETABEK,D21,UI - LEBAK BULUS,159894
201911,TRANSJABODETABEK,S11,BSD - GROGOL 2,130119
201911,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,16155
201911,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,108359
201911,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,67941
201911,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,246372
201911,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,88801
201911,TRANSJABODETABEK,7C,CIBUBUR - BKN,186186
201911,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,107934
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B13,BEKASI BARAT - BLOK M,20721
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B14,BEKASI BARAT - KUNINGAN,1794
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B23,BEKASI TIMUR - TEBET,1017
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,B24,BEKASI TIMUR - KALIDERES,2656
201911,ANGKUTAN EKSEKUTIF ROYAL TRANS,1K,CIBUBUR JUNCTION - BLOK M,21326
